ESTACION,PRODUCTO,FECHA,Ventas Acumuladas,Ventas Acumuladas $,Volumen Total Vendido,Precio Cartel,Comision $,COMISION
PUENTE OLIVE,GO,2023-07-29,201915,1416745,5510,249,117589,0
PUENTE OLIVE,GO,2023-07-30,204925,769134,3010,249,63838,0
PUENTE OLIVE,GO,2023-07-31,217547,3243347,12622,249,269197,0
PUENTE OLIVE,GO,2023-08-01,8705,2234043,8705,249,185425,0
PUENTE OLIVE,GO,2023-08-02,20039,2951576,11334,260,244980,0
PUENTE OLIVE,GO,2023-08-03,28324,2157223,8284,260,179049,0
PUENTE OLIVE,GO,2023-08-04,39423,2890270,11099,260,239892,0
PUENTE OLIVE,GO,2023-08-05,46833,1929491,7409,260,160147,0
PUENTE OLIVE,GO,2023-08-06,53570,1754512,6737,260,145624,0
PUENTE OLIVE,GO,2023-08-07,62128,2228425,8557,260,184959,0
PUENTE OLIVE,GO,2023-08-08,69036,1798793,6907,260,149299,0
PUENTE OLIVE,GO,2023-08-09,76406,1919210,7370,260,159294,0
PUENTE OLIVE,GO,2023-08-10,81589,1349567,5182,260,112014,0
LAMADRID,GO,2023-05-01,709,152207,709,214,15068,0
LAMADRID,GO,2023-05-02,6088,1153808,5379,214,114227,0
LAMADRID,GO,2023-05-03,7940,397245,1851,214,39327,0
LAMADRID,GO,2023-05-04,11161,690938,3221,214,68402,0
LAMADRID,GO,2023-05-05,14405,695780,3243,214,68882,0
LAMADRID,GO,2023-05-06,16667,485276,2262,214,48042,0
LAMADRID,GO,2023-05-07,17269,129060,601,214,12776,0
LAMADRID,GO,2023-05-08,21204,844023,3934,214,83558,0
LAMADRID,GO,2023-05-09,24902,793154,3697,214,78522,0
LAMADRID,GO,2023-05-10,28171,701380,3269,214,69436,0
LAMADRID,GO,2023-05-11,31417,696249,3245,214,68928,0
LAMADRID,GO,2023-05-12,34072,569360,2654,214,56366,0
LAMADRID,GO,2023-05-13,37775,794349,3703,214,78640,0
LAMADRID,GO,2023-05-14,38979,258165,1203,214,25558,0
LAMADRID,GO,2023-05-15,40978,428914,1999,214,42462,0
LAMADRID,GO,2023-05-16,43171,470310,2192,214,46560,0
LAMADRID,GO,2023-05-17,47198,906198,4027,225,89713,0
LAMADRID,GO,2023-05-18,49130,434738,1932,225,43039,0
LAMADRID,GO,2023-05-19,52627,786672,3496,225,77880,0
LAMADRID,GO,2023-05-20,58501,1321791,5874,225,130857,0
LAMADRID,GO,2023-05-21,60449,438250,1947,225,43386,0
LAMADRID,GO,2023-05-22,63391,661918,2941,225,65529,0
LAMADRID,GO,2023-05-23,65680,515025,2289,225,50987,0
LAMADRID,GO,2023-05-24,68074,538638,2393,225,53325,0
LAMADRID,GO,2023-05-25,69385,294925,1310,225,29197,0
LAMADRID,GO,2023-05-26,71012,366099,1627,225,36243,0
LAMADRID,GO,2023-05-27,72182,263270,1170,225,26063,0
LAMADRID,GO,2023-05-28,73032,191191,849,225,18927,0
LAMADRID,GO,2023-05-29,75229,494437,2197,225,48949,0
LAMADRID,GO,2023-05-30,78107,647469,2877,225,64099,0
LAMADRID,GO,2023-05-31,81442,750314,3334,225,74281,0
LAMADRID,GO,2023-06-01,2824,635494,2824,225,62913,0
LAMADRID,GO,2023-06-02,5628,630866,2803,225,62455,0
LAMADRID,GO,2023-06-03,8859,726963,3230,225,71969,0
LAMADRID,GO,2023-06-04,11193,525260,2334,225,52000,0
LAMADRID,GO,2023-06-05,13102,429374,1908,225,42508,0
LAMADRID,GO,2023-06-06,16812,834788,3710,225,82644,0
LAMADRID,GO,2023-06-07,19197,536708,2385,225,53134,0
LAMADRID,GO,2023-06-08,21266,465585,2069,225,46092,0
LAMADRID,GO,2023-06-09,24607,751684,3340,225,74416,0
LAMADRID,GO,2023-06-10,28035,771203,3427,225,76349,0
LAMADRID,GO,2023-06-11,29220,266726,1185,225,26405,0
LAMADRID,GO,2023-06-12,32668,775752,3447,225,76799,0
LAMADRID,GO,2023-06-13,36002,750127,3333,225,74262,0
LAMADRID,GO,2023-06-14,40317,970906,4315,225,96119,0
LAMADRID,GO,2023-06-15,43445,721143,3128,225,71393,0
LAMADRID,GO,2023-06-16,46025,585996,2579,225,58013,0
LAMADRID,GO,2023-06-17,47651,387731,1625,238,38385,0
LAMADRID,GO,2023-06-18,48802,274542,1151,238,27179,0
LAMADRID,GO,2023-06-19,51817,719077,3015,238,71188,0
LAMADRID,GO,2023-06-20,52724,216445,907,238,21428,0
LAMADRID,GO,2023-06-21,54291,373605,1566,238,36986,0
LAMADRID,GO,2023-06-22,57463,756533,3172,238,74896,0
LAMADRID,GO,2023-06-23,60001,605272,2537,238,59921,0
LAMADRID,GO,2023-06-24,61983,472678,1981,238,46795,0
LAMADRID,GO,2023-06-25,63480,357241,1497,238,35366,0
LAMADRID,GO,2023-06-26,66474,714071,2994,238,70693,0
LAMADRID,GO,2023-06-27,68935,586907,2460,238,58103,0
LAMADRID,GO,2023-06-28,71259,554216,2323,238,54867,0
LAMADRID,GO,2023-06-29,73987,650637,2728,238,64413,0
LAMADRID,GO,2023-06-30,75984,476193,1996,238,47143,0
LAMADRID,GO,2023-07-01,4483,1069407,4483,238,105871,0
LAMADRID,GO,2023-07-02,5021,128212,537,238,12693,0
LAMADRID,GO,2023-07-03,7222,524998,2201,238,51974,0
LAMADRID,GO,2023-07-04,9887,635557,2664,238,62920,0
LAMADRID,GO,2023-07-05,14228,1035278,4340,238,102492,0
LAMADRID,GO,2023-07-06,17262,723699,3034,238,71646,0
LAMADRID,GO,2023-07-07,19815,612165,2553,238,60604,0
LAMADRID,GO,2023-07-08,21444,405893,1628,249,40183,0
LAMADRID,GO,2023-07-09,22542,273628,1097,249,27089,0
LAMADRID,GO,2023-07-10,24589,510412,2047,249,50530,0
LAMADRID,GO,2023-07-11,28677,1019307,4087,249,100911,0
LAMADRID,GO,2023-07-12,32116,857599,3438,249,84902,0
LAMADRID,GO,2023-07-13,34322,550020,2206,249,54451,0
LAMADRID,GO,2023-07-14,36714,596187,2391,249,59022,0
LAMADRID,GO,2023-07-15,39315,648672,2601,249,64218,0
LAMADRID,GO,2023-07-16,40151,208150,835,249,20606,0
LAMADRID,GO,2023-07-17,43595,858542,3444,249,84995,0
LAMADRID,GO,2023-07-18,45934,582967,2338,249,57713,0
LAMADRID,GO,2023-07-19,48259,579566,2325,249,57377,0
LAMADRID,GO,2023-07-20,51470,800539,3211,249,79253,0
LAMADRID,GO,2023-07-21,52808,333387,1337,249,33005,0
LAMADRID,GO,2023-07-22,57838,1254417,5030,249,124187,0
LAMADRID,GO,2023-07-23,59347,376296,1509,249,37253,0
LAMADRID,GO,2023-07-24,61357,500884,2009,249,49587,0
LAMADRID,GO,2023-07-25,62947,396155,1589,249,39219,0
LAMADRID,GO,2023-07-26,65071,529542,2124,249,52424,0
LAMADRID,GO,2023-07-27,67749,667507,2677,249,66083,0
LAMADRID,GO,2023-07-28,70611,713476,2862,249,70634,0
LAMADRID,GO,2023-07-29,73097,619973,2486,249,61377,0
LAMADRID,GO,2023-07-30,76137,757624,3039,249,75004,0
LAMADRID,GO,2023-07-31,79366,817622,3229,249,80944,0
LAMADRID,GO,2023-08-01,2980,753230,2980,249,74569,0
LAMADRID,GO,2023-08-02,6402,891065,3421,260,88215,0
LAMADRID,GO,2023-08-03,9069,694437,2666,260,68749,0
LAMADRID,GO,2023-08-04,11741,695744,2671,260,68878,0
LAMADRID,GO,2023-08-05,16167,1152600,4426,260,114107,0
LAMADRID,GO,2023-08-06,17255,283398,1088,260,28056,0
LAMADRID,GO,2023-08-07,20718,901585,3462,260,89256,0
LAMADRID,GO,2023-08-08,25033,1123599,4314,260,111236,0
LAMADRID,GO,2023-08-09,27933,755152,2899,260,74760,0
LAMADRID,GO,2023-08-10,31881,1028113,3948,260,101783,0
PERDRIEL,EU,2023-05-01,30117,8631709,30117,286,970204,0
PERDRIEL,EU,2023-05-02,56383,7527689,26265,286,846112,0
PERDRIEL,EU,2023-05-03,79780,6705717,23397,286,753722,0
PERDRIEL,EU,2023-05-04,106185,7567541,26404,286,850591,0
PERDRIEL,EU,2023-05-05,149380,12379876,43195,286,1391498,0
PERDRIEL,EU,2023-05-06,174664,7246291,25283,286,814483,0
PERDRIEL,EU,2023-05-07,198575,6852798,23910,286,770254,0
PERDRIEL,EU,2023-05-08,227833,8385463,29258,286,942526,0
PERDRIEL,EU,2023-05-09,252084,6950436,24251,286,781229,0
PERDRIEL,EU,2023-05-10,280855,8437381,28770,286,948361,0
PERDRIEL,EU,2023-05-11,319039,11235149,38184,286,1262830,0
PERDRIEL,EU,2023-05-12,351847,9581071,32808,286,1076912,0
PERDRIEL,EU,2023-05-13,378169,7739197,26321,286,869885,0
PERDRIEL,EU,2023-05-14,408275,8874638,30106,286,997509,0
PERDRIEL,EU,2023-05-15,443378,10369217,35102,286,1165500,0
PERDRIEL,EU,2023-05-16,475612,9445650,32234,286,1061691,0
PERDRIEL,EU,2023-05-17,507029,9418960,31417,299,1058691,0
PERDRIEL,EU,2023-05-18,540207,9946566,33177,299,1117994,0
PERDRIEL,EU,2023-05-19,576647,10924810,36440,299,1227948,0
PERDRIEL,EU,2023-05-20,611298,10388264,34650,299,1167640,0
PERDRIEL,EU,2023-05-21,637789,7942184,26491,299,898138,0
PERDRIEL,EU,2023-05-22,665966,8447422,28176,299,1088322,0
PERDRIEL,EU,2023-05-23,686785,6241452,20818,299,781768,0
PERDRIEL,EU,2023-05-24,709028,6668460,22243,299,833159,0
PERDRIEL,EU,2023-05-25,729731,6206789,20703,299,806638,0
PERDRIEL,EU,2023-05-26,745326,4675270,15594,299,595988,0
PERDRIEL,EU,2023-05-27,771879,7960610,26553,299,1038104,0
PERDRIEL,EU,2023-05-28,808708,11041337,36829,299,0,0
PERDRIEL,EU,2023-05-29,835096,7911080,26387,299,0,0
PERDRIEL,EU,2023-05-30,863674,8567768,28578,299,0,0
PERDRIEL,EU,2023-05-31,891796,8431032,28122,299,0,0
PERDRIEL,EU,2023-06-01,35372,10604525,35372,299,1191948,0
PERDRIEL,EU,2023-06-02,70696,10590222,35324,299,1190340,0
PERDRIEL,EU,2023-06-03,96648,7780499,25952,299,874528,0
PERDRIEL,EU,2023-06-04,131681,10502989,35033,299,1180536,0
PERDRIEL,EU,2023-06-05,172281,12171751,40599,299,1368104,0
PERDRIEL,EU,2023-06-06,193995,6509935,21714,299,731716,0
PERDRIEL,EU,2023-06-07,224063,9014416,30068,299,1013220,0
PERDRIEL,EU,2023-06-08,253502,8825626,29438,299,992000,0
PERDRIEL,EU,2023-06-09,294756,12368129,41254,299,1390177,0
PERDRIEL,EU,2023-06-10,316806,6610604,22050,299,743032,0
PERDRIEL,EU,2023-06-11,347840,9304023,31034,299,1045772,0
PERDRIEL,EU,2023-06-12,380600,9821403,32759,299,1103925,0
PERDRIEL,EU,2023-06-13,412486,9559278,31885,299,1074462,0
PERDRIEL,EU,2023-06-14,446746,10271291,34260,299,1154493,0
PERDRIEL,EU,2023-06-15,475310,8563259,28563,299,962510,0
PERDRIEL,EU,2023-06-16,512725,11395647,37415,299,1280870,0
PERDRIEL,EU,2023-06-17,539798,8360086,27072,308,939673,0
PERDRIEL,EU,2023-06-18,565172,7835373,25373,308,880696,0
PERDRIEL,EU,2023-06-19,593946,8885408,28773,308,998719,0
PERDRIEL,EU,2023-06-20,611051,5282243,17105,308,593724,0
PERDRIEL,EU,2023-06-21,633559,6950263,22507,308,781209,0
PERDRIEL,EU,2023-06-22,655367,6734446,21808,308,842355,0
PERDRIEL,EU,2023-06-23,678836,7247041,23468,308,924865,0
PERDRIEL,EU,2023-06-24,694890,4957564,16054,308,634958,0
PERDRIEL,EU,2023-06-25,701504,2042492,6614,308,260989,0
PERDRIEL,EU,2023-06-26,719930,5690022,18426,308,721477,0
PERDRIEL,EU,2023-06-27,736434,5096413,16503,308,626373,0
PERDRIEL,EU,2023-06-28,751008,4500380,14573,308,556203,0
PERDRIEL,EU,2023-06-29,771210,6238176,20201,308,766147,0
PERDRIEL,EU,2023-06-30,785498,4412421,14288,308,549382,0
PERDRIEL,EU,2023-07-01,13606,4201801,13606,308,472282,0
PERDRIEL,EU,2023-07-02,22383,2710118,8776,308,304617,0
PERDRIEL,EU,2023-07-03,38707,5040835,16323,308,566589,0
PERDRIEL,EU,2023-07-04,55484,5180808,16777,308,582322,0
PERDRIEL,EU,2023-07-05,72917,5383461,17433,308,605101,0
PERDRIEL,EU,2023-07-06,90062,5294425,17145,308,595093,0
PERDRIEL,EU,2023-07-07,112752,7121907,22689,308,800502,0
PERDRIEL,EU,2023-07-08,141294,9210448,28541,322,1035254,0
PERDRIEL,EU,2023-07-09,158973,5705274,17679,322,641272,0
PERDRIEL,EU,2023-07-10,186574,8906842,27601,322,1001129,0
PERDRIEL,EU,2023-07-11,213719,8759459,27144,322,984563,0
PERDRIEL,EU,2023-07-12,229297,5027243,15578,322,565062,0
PERDRIEL,EU,2023-07-13,257070,8962256,27772,322,1007357,0
PERDRIEL,EU,2023-07-14,283287,8460348,26217,322,950943,0
PERDRIEL,EU,2023-07-15,303744,6601196,20456,322,741974,0
PERDRIEL,EU,2023-07-16,320141,5291492,16397,322,594763,0
PERDRIEL,EU,2023-07-17,357246,11973680,37104,322,1345841,0
PERDRIEL,EU,2023-07-18,387396,9729327,30149,322,1093576,0
PERDRIEL,EU,2023-07-19,422490,11325104,35094,322,1272941,0
PERDRIEL,EU,2023-07-20,458470,11610691,35979,322,1305041,0
PERDRIEL,EU,2023-07-21,491024,10505111,32553,322,1180774,0
PERDRIEL,EU,2023-07-22,525603,11158727,34579,322,1254240,0
PERDRIEL,EU,2023-07-23,540598,4894649,14995,322,550158,0
PERDRIEL,EU,2023-07-24,575672,11318134,35073,322,1272158,0
PERDRIEL,EU,2023-07-25,606105,9820703,30432,322,1103847,0
PERDRIEL,EU,2023-07-26,632758,8601194,26653,322,966774,0
PERDRIEL,EU,2023-07-27,668539,11546306,35780,322,1452750,0
PERDRIEL,EU,2023-07-28,709645,13264973,41106,322,1724727,0
PERDRIEL,EU,2023-07-29,735669,8398093,26024,322,1062254,0
PERDRIEL,EU,2023-07-30,758973,7520000,23303,322,968702,0
PERDRIEL,EU,2023-07-31,788190,9668663,29217,322,1249344,0
PERDRIEL,EU,2023-08-01,34150,11276399,34150,322,1267467,0
PERDRIEL,EU,2023-08-02,58245,8125093,24095,337,913260,0
PERDRIEL,EU,2023-08-03,92997,11718249,34751,337,1317131,0
PERDRIEL,EU,2023-08-04,128741,12052691,35743,337,1354722,0
PERDRIEL,EU,2023-08-05,159530,10382286,30789,337,1166969,0
PERDRIEL,EU,2023-08-06,189501,10106002,29970,337,1135914,0
PERDRIEL,EU,2023-08-07,222964,11283770,33463,337,1268295,0
PERDRIEL,EU,2023-08-08,252797,10059889,29833,337,1130731,0
PERDRIEL,EU,2023-08-09,277166,8217085,24368,337,923600,0
PERDRIEL,EU,2023-08-10,299091,7393093,21924,337,830983,0
PERDRIEL2,EU,2023-05-01,10259,2940438,10259,286,330505,0
PERDRIEL2,EU,2023-05-02,17086,1956592,6826,286,219920,0
PERDRIEL2,EU,2023-05-03,29263,3489750,12176,286,392247,0
PERDRIEL2,EU,2023-05-04,39016,2795292,9753,286,314190,0
PERDRIEL2,EU,2023-05-05,49397,2975363,10381,286,334430,0
PERDRIEL2,EU,2023-05-06,62647,3797321,13249,286,426818,0
PERDRIEL2,EU,2023-05-07,72984,2962469,10336,286,332981,0
PERDRIEL2,EU,2023-05-08,82558,2744074,9574,286,308433,0
PERDRIEL2,EU,2023-05-09,91651,2606025,9092,286,292917,0
PERDRIEL2,EU,2023-05-10,106028,4120502,14377,286,463144,0
PERDRIEL2,EU,2023-05-11,117890,3399683,11862,286,382124,0
PERDRIEL2,EU,2023-05-12,130832,3709010,12941,286,416892,0
PERDRIEL2,EU,2023-05-13,141167,2961959,10334,286,332924,0
PERDRIEL2,EU,2023-05-14,154447,3806088,13280,286,427804,0
PERDRIEL2,EU,2023-05-15,164596,2956734,10149,286,332336,0
PERDRIEL2,EU,2023-05-16,178731,4163312,14134,286,467956,0
PERDRIEL2,EU,2023-05-17,192494,4126093,13762,299,463772,0
PERDRIEL2,EU,2023-05-18,206519,4204904,14025,299,472631,0
PERDRIEL2,EU,2023-05-19,220395,4160021,13875,299,467586,0
PERDRIEL2,EU,2023-05-20,224380,1194520,3984,299,134264,0
PERDRIEL2,EU,2023-05-21,237883,4048253,13503,299,455023,0
PERDRIEL2,EU,2023-05-22,249676,3535685,11793,299,397411,0
PERDRIEL2,EU,2023-05-23,255665,1795265,5988,299,201787,0
PERDRIEL2,EU,2023-05-24,262064,1918678,6399,299,215659,0
PERDRIEL2,EU,2023-05-25,266103,1210664,4038,299,137268,0
PERDRIEL2,EU,2023-05-26,272288,1854376,6185,299,233331,0
PERDRIEL2,EU,2023-05-27,289709,5222929,17421,299,684051,0
PERDRIEL2,EU,2023-05-28,291058,404373,1348,299,53296,0
PERDRIEL2,EU,2023-05-29,303477,3723150,12418,299,480765,0
PERDRIEL2,EU,2023-05-30,314859,3412353,11382,299,438151,0
PERDRIEL2,EU,2023-05-31,327591,3817101,12732,299,481229,0
PERDRIEL2,EU,2023-06-01,12564,3766777,12564,299,423385,0
PERDRIEL2,EU,2023-06-02,27331,4427179,14767,299,497614,0
PERDRIEL2,EU,2023-06-03,39790,3735313,12459,299,419849,0
PERDRIEL2,EU,2023-06-04,45164,1610909,5373,299,181066,0
PERDRIEL2,EU,2023-06-05,53737,2570302,8573,299,288901,0
PERDRIEL2,EU,2023-06-06,64613,3260501,10875,299,366480,0
PERDRIEL2,EU,2023-06-07,71572,2086305,6958,299,234500,0
PERDRIEL2,EU,2023-06-08,83530,3585272,11958,299,402984,0
PERDRIEL2,EU,2023-06-09,95977,3731448,12446,299,419414,0
PERDRIEL2,EU,2023-06-10,102606,1987440,6629,299,223388,0
PERDRIEL2,EU,2023-06-11,117776,4661039,15169,299,523900,0
PERDRIEL2,EU,2023-06-12,128165,3114766,10389,299,350099,0
PERDRIEL2,EU,2023-06-13,140500,3697883,12334,299,415642,0
PERDRIEL2,EU,2023-06-14,150409,2970958,9909,299,333935,0
PERDRIEL2,EU,2023-06-15,163639,4039636,13229,299,454055,0
PERDRIEL2,EU,2023-06-16,173525,3004930,9886,299,337754,0
PERDRIEL2,EU,2023-06-17,183383,3044283,9858,308,342177,0
PERDRIEL2,EU,2023-06-18,193279,3055668,9895,308,343457,0
PERDRIEL2,EU,2023-06-19,201989,2689790,8710,308,302332,0
PERDRIEL2,EU,2023-06-20,214089,3736344,12099,308,419965,0
PERDRIEL2,EU,2023-06-21,224407,3186275,10318,308,358137,0
PERDRIEL2,EU,2023-06-22,230596,1911116,6188,308,214809,0
PERDRIEL2,EU,2023-06-23,234859,1316559,4263,308,147981,0
PERDRIEL2,EU,2023-06-24,239227,1348721,4367,308,151596,0
PERDRIEL2,EU,2023-06-25,242663,1061042,3436,308,119261,0
PERDRIEL2,EU,2023-06-26,249205,2020178,6542,308,227068,0
PERDRIEL2,EU,2023-06-27,258266,2798147,9061,308,314511,0
PERDRIEL2,EU,2023-06-28,264483,1919618,6216,308,215765,0
PERDRIEL2,EU,2023-06-29,269345,1501555,4862,308,180168,0
PERDRIEL2,EU,2023-06-30,275873,2015766,6527,308,257660,0
PERDRIEL2,EU,2023-07-01,3928,1213068,3928,308,136348,0
PERDRIEL2,EU,2023-07-02,7686,1160603,3758,308,130451,0
PERDRIEL2,EU,2023-07-03,15243,2333583,7556,308,262294,0
PERDRIEL2,EU,2023-07-04,19702,1376868,4458,308,154759,0
PERDRIEL2,EU,2023-07-05,27302,2346923,7600,308,263794,0
PERDRIEL2,EU,2023-07-06,32277,1545434,4975,308,173706,0
PERDRIEL2,EU,2023-07-07,42355,3166732,10077,308,355940,0
PERDRIEL2,EU,2023-07-08,57071,4748759,14715,322,533760,0
PERDRIEL2,EU,2023-07-09,61374,1388584,4303,322,156076,0
PERDRIEL2,EU,2023-07-10,67137,1859729,5763,322,209033,0
PERDRIEL2,EU,2023-07-11,78422,3641704,11285,322,409327,0
PERDRIEL2,EU,2023-07-12,84960,2109831,6538,322,237145,0
PERDRIEL2,EU,2023-07-13,94447,3061422,9486,322,344103,0
PERDRIEL2,EU,2023-07-14,106070,3750571,11622,322,421564,0
PERDRIEL2,EU,2023-07-15,111967,1903203,5897,322,213920,0
PERDRIEL2,EU,2023-07-16,123924,3858214,11956,322,433663,0
PERDRIEL2,EU,2023-07-17,130853,2236078,6929,322,251335,0
PERDRIEL2,EU,2023-07-18,146232,4962987,15379,322,557839,0
PERDRIEL2,EU,2023-07-19,159537,4293291,13304,322,482565,0
PERDRIEL2,EU,2023-07-20,173541,4519274,14004,322,507966,0
PERDRIEL2,EU,2023-07-21,185000,3697767,11458,322,415629,0
PERDRIEL2,EU,2023-07-22,193504,2744334,8504,322,308463,0
PERDRIEL2,EU,2023-07-23,200986,2414441,7482,322,271383,0
PERDRIEL2,EU,2023-07-24,208806,2523539,7820,322,283645,0
PERDRIEL2,EU,2023-07-25,215573,2183730,6767,322,245451,0
PERDRIEL2,EU,2023-07-26,228976,4324851,13402,322,486113,0
PERDRIEL2,EU,2023-07-27,236175,2323136,7199,322,261120,0
PERDRIEL2,EU,2023-07-28,247334,3600973,11158,322,404749,0
PERDRIEL2,EU,2023-07-29,259376,3886088,12042,322,436796,0
PERDRIEL2,EU,2023-07-30,273640,4729757,14263,322,579434,0
PERDRIEL2,EU,2023-07-31,281426,2534826,7785,322,313032,0
PERDRIEL2,EU,2023-08-01,10519,3492469,10519,322,392553,0
PERDRIEL2,EU,2023-08-02,19000,2859597,8480,337,321418,0
PERDRIEL2,EU,2023-08-03,31555,4233579,12555,337,475854,0
PERDRIEL2,EU,2023-08-04,43996,4195280,12441,337,471549,0
PERDRIEL2,EU,2023-08-05,51459,2516331,7462,337,282835,0
PERDRIEL2,EU,2023-08-06,64059,4248740,12600,337,477558,0
PERDRIEL2,EU,2023-08-07,70316,2109988,6257,337,237162,0
PERDRIEL2,EU,2023-08-08,78512,2763637,8195,337,310632,0
PERDRIEL2,EU,2023-08-09,89166,3592646,10654,337,403813,0
PERDRIEL2,EU,2023-08-10,93824,1570377,4657,337,176510,0
AZCUENAGA,EU,2023-05-01,618,175179,618,283,16361,0
AZCUENAGA,EU,2023-05-02,2793,615846,2174,283,57520,0
AZCUENAGA,EU,2023-05-03,4930,605424,2137,283,56546,0
AZCUENAGA,EU,2023-05-04,7133,623855,2202,283,58268,0
AZCUENAGA,EU,2023-05-05,8356,346163,1222,283,32331,0
AZCUENAGA,EU,2023-05-06,9750,394996,1394,283,36892,0
AZCUENAGA,EU,2023-05-07,10846,310220,1095,283,28974,0
AZCUENAGA,EU,2023-05-08,13204,667944,2358,283,62385,0
AZCUENAGA,EU,2023-05-09,15707,708744,2502,283,66196,0
AZCUENAGA,EU,2023-05-10,17524,514670,1817,283,48070,0
AZCUENAGA,EU,2023-05-11,19261,491946,1737,283,45947,0
AZCUENAGA,EU,2023-05-12,21535,643767,2273,283,60127,0
AZCUENAGA,EU,2023-05-13,23448,541846,1913,283,50608,0
AZCUENAGA,EU,2023-05-14,24387,265817,938,283,24827,0
AZCUENAGA,EU,2023-05-15,25700,372455,1313,283,34787,0
AZCUENAGA,EU,2023-05-16,27750,580557,2049,283,54224,0
AZCUENAGA,EU,2023-05-17,30531,823948,2781,296,76956,0
AZCUENAGA,EU,2023-05-18,31047,152617,515,296,14254,0
AZCUENAGA,EU,2023-05-19,33469,717612,2422,296,67025,0
AZCUENAGA,EU,2023-05-20,35257,529448,1787,296,49450,0
AZCUENAGA,EU,2023-05-21,36197,278579,940,296,26019,0
AZCUENAGA,EU,2023-05-22,37509,388439,1311,296,36280,0
AZCUENAGA,EU,2023-05-23,40575,908193,3066,296,84825,0
AZCUENAGA,EU,2023-05-24,41537,285092,962,296,26627,0
AZCUENAGA,EU,2023-05-25,43045,446551,1507,296,41707,0
AZCUENAGA,EU,2023-05-26,44310,374734,1265,296,35000,0
AZCUENAGA,EU,2023-05-27,45550,367311,1240,296,34306,0
AZCUENAGA,EU,2023-05-28,46505,282749,954,296,26408,0
AZCUENAGA,EU,2023-05-29,47523,301718,1018,296,28180,0
AZCUENAGA,EU,2023-05-30,48672,340333,1149,296,31787,0
AZCUENAGA,EU,2023-05-31,50504,542558,1831,296,50674,0
AZCUENAGA,EU,2023-06-01,1919,568526,1919,296,53100,0
AZCUENAGA,EU,2023-06-02,3973,609050,2054,296,56885,0
AZCUENAGA,EU,2023-06-03,6349,703584,2375,296,65714,0
AZCUENAGA,EU,2023-06-04,7858,446903,1508,296,41740,0
AZCUENAGA,EU,2023-06-05,9052,353787,1194,296,33043,0
AZCUENAGA,EU,2023-06-06,10189,336888,1137,296,31465,0
AZCUENAGA,EU,2023-06-07,12432,664305,2242,296,62046,0
AZCUENAGA,EU,2023-06-08,13233,237306,801,296,22164,0
AZCUENAGA,EU,2023-06-09,15183,577397,1949,296,53928,0
AZCUENAGA,EU,2023-06-10,17039,549785,1856,296,51349,0
AZCUENAGA,EU,2023-06-11,18250,358896,1211,296,33520,0
AZCUENAGA,EU,2023-06-12,19896,487423,1645,296,45525,0
AZCUENAGA,EU,2023-06-13,22440,753547,2544,296,70381,0
AZCUENAGA,EU,2023-06-14,24539,621629,2098,296,58060,0
AZCUENAGA,EU,2023-06-15,24627,26003,87,296,2428,0
AZCUENAGA,EU,2023-06-16,27511,856292,2884,296,79977,0
AZCUENAGA,EU,2023-06-17,30241,833023,2730,305,77804,0
AZCUENAGA,EU,2023-06-18,31141,274287,899,305,25618,0
AZCUENAGA,EU,2023-06-19,32607,447462,1466,305,41793,0
AZCUENAGA,EU,2023-06-20,33735,344082,1127,305,32137,0
AZCUENAGA,EU,2023-06-21,35322,484324,1587,305,45235,0
AZCUENAGA,EU,2023-06-22,36936,492217,1613,305,45973,0
AZCUENAGA,EU,2023-06-23,38890,596372,1954,305,55701,0
AZCUENAGA,EU,2023-06-24,40609,524509,1719,305,48989,0
AZCUENAGA,EU,2023-06-25,41342,223507,732,305,20875,0
AZCUENAGA,EU,2023-06-26,42302,292899,960,305,27356,0
AZCUENAGA,EU,2023-06-27,44694,729671,2391,305,68151,0
AZCUENAGA,EU,2023-06-28,46286,485923,1592,305,45385,0
AZCUENAGA,EU,2023-06-29,48119,559150,1832,305,52224,0
AZCUENAGA,EU,2023-06-30,49795,511283,1675,305,47753,0
AZCUENAGA,EU,2023-07-01,2157,658375,2157,305,61492,0
AZCUENAGA,EU,2023-07-02,3813,505062,1655,305,47172,0
AZCUENAGA,EU,2023-07-03,5750,591082,1937,305,55207,0
AZCUENAGA,EU,2023-07-04,7893,653634,2142,305,61049,0
AZCUENAGA,EU,2023-07-05,9559,508491,1666,305,47493,0
AZCUENAGA,EU,2023-07-06,11304,532506,1745,305,49736,0
AZCUENAGA,EU,2023-07-07,13063,537296,1758,305,50183,0
AZCUENAGA,EU,2023-07-08,14976,609864,1913,318,56961,0
AZCUENAGA,EU,2023-07-09,16112,362373,1136,318,33845,0
AZCUENAGA,EU,2023-07-10,18396,728078,2283,318,68002,0
AZCUENAGA,EU,2023-07-11,20526,678922,2129,318,63411,0
AZCUENAGA,EU,2023-07-12,22006,471830,1480,318,44068,0
AZCUENAGA,EU,2023-07-13,23861,591361,1854,318,55233,0
AZCUENAGA,EU,2023-07-14,25980,675489,2118,318,63090,0
AZCUENAGA,EU,2023-07-15,27739,560740,1758,318,52373,0
AZCUENAGA,EU,2023-07-16,28439,223364,700,318,20862,0
AZCUENAGA,EU,2023-07-17,30861,772060,2421,318,72110,0
AZCUENAGA,EU,2023-07-18,33376,801912,2515,318,74898,0
AZCUENAGA,EU,2023-07-19,35758,759174,2381,318,70906,0
